Ignore,Year,Month,Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,System Transaction Number,Amount
196111,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9665,162.93
196112,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9665,"5,623.72"
196113,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,"4,146.02"
196114,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,140.54
196115,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,"1,284.88"
196116,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,18.65
196117,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,"4,244.67"
196118,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,184.25
196119,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,152.19
196120,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,143.68
196121,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,"1,850.64"
196122,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,"2,384.81"
196123,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,462.66
196124,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,319.04
196125,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,"4,290.29"
196126,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,"4,853.59"
196127,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,181.95
196128,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,"5,424.73"
196129,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9672,0
196130,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,BRITISH COUNCIL,807826,"25,022.54"
196131,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,"2,031.99"
196132,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,61.44
196133,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,476.76
196134,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,110.05
196135,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,"3,126.12"
196136,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,129.61
196137,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,147.66
196138,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,356.31
196139,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,"5,563.91"
196140,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,"4,455.92"
196141,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,"1,390.97"
196142,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,78.32
196143,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,396.79
196144,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,441.88
196145,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,"3,514.88"
196146,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,"4,233.69"
196147,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001905,0.01
196148,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,"2,049.66"
196149,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,465.83
196150,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,335.91
196151,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,"2,632.28"
196152,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,197.03
196153,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,411.21
196154,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,137.74
196155,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,"3,757.44"
196156,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,"2,050.53"
196157,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,939.36
196158,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,117.24
196159,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,"5,950.40"
196160,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,"2,785.73"
196161,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,"3,645.49"
196162,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,"4,840.41"
196163,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001906,0.01
196164,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,"5,547.42"
196165,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,992.41
196166,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,571.65
196167,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,"4,839.28"
196168,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,373.04
196169,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,368.52
196170,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,440.83
196171,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,"2,966.98"
196172,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,"3,662.70"
196173,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,741.74
196174,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,225.14
196175,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,"9,597.57"
196176,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,"8,108.66"
196177,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,"7,687.19"
196178,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001908,-0.01
196179,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1172226,"37,060.44"
196180,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1172226,"19,339.47"
196181,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1172240,"71,819.49"
196182,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH,1172240,"12,568.41"
196183,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Additional Volunteer Contribution,NON CASH & UNALLOCATED COSTS,SCOTTISH WIDOWS PLC,1172276,"29,099.26"
196184,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Aslc Contribution,NON CASH & UNALLOCATED COSTS,CABINET OFFICE,3000157,"3,495,009.43"
196185,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Added Years and Wwpsc,NON CASH & UNALLOCATED COSTS,CABINET OFFICE,3000157,"411,070.92"
196186,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Added Years and Wwpsc,NON CASH & UNALLOCATED COSTS,CABINET OFFICE,3000157,"67,340.54"
196187,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,Customer Refund Account,NON CASH & UNALLOCATED COSTS,DFID DEPARTMENT FOR INTERNATIONAL DEVELOPMENT,3000160,"104,175.80"
196188,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,P.A.Y.E Income Tax (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE & CUSTOMS,3000172,"3,902,620.97"
196189,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,15-Sep-10,National Insurance (NI) (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE & CUSTOMS,3000172,"2,290,468.71"
196190,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,"2,431.11"
196191,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,249.99
196192,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,873.87
196193,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,223.87
196194,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,"9,840.15"
196195,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,403.29
196196,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,111.13
196197,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,502.78
196198,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,"6,684.60"
196199,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,"5,237.78"
196200,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,"1,671.15"
196201,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,144.75
196202,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,"11,277.85"
196203,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,170.92
196204,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9674,"5,899.28"
196205,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,"3,355.24"
196206,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,664.52
196207,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,481.42
196208,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,"3,887.74"
196209,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,329.73
196210,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,65.79
196211,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,333.18
196212,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,"6,680.29"
196213,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,"4,767.80"
196214,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,"1,670.07"
196215,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,999.48
196216,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,706.71
196217,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9675,"5,168.34"
196218,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,"6,362.90"
196219,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,"1,138.29"
196220,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,655.68
196221,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,"5,550.65"
196222,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,427.87
196223,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,422.69
196224,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,505.64
196225,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,"3,403.12"
196226,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,"4,201.12"
196227,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,850.78
196228,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,258.24
196229,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,"11,008.42"
196230,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,"9,782.38"
196231,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,"1,272.58"
196232,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,227.66
196233,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,131.14
196234,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,"1,110.13"
196235,2010,Sep,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Sep-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001909,85.57
